Frame_length_stored_into_the_capture_file_per_100msec,Length_per_100msec,L2CAP_count_per_100msec,HCI_ACL_count_per_100msec,HCI_EVT_count_per_100msec,Received_count_per_100msec,Sent_count_per_100msec,Command_Complete_count_per_100msec,Disconnect_complete_count_per_100msec,Class,,,
1550.19,1481.37,5.3,0,2.64,5.29,2.65,628,18,1,,,
1544.47,1475.75,5.28,0,2.65,5.29,2.64,628,18,1,,,
1529.88,1461.77,5.23,0,2.63,5.24,2.62,628,18,1,,,
1547.2,1478.55,5.29,0,2.63,5.28,2.64,628,18,1,,,
1506.67,1439.43,5.15,0,2.61,5.18,2.59,628.27,18,1,,,
1506.27,1439.44,5.15,0,2.56,5.14,2.57,629,18,1,,,
1535.73,1467.36,5.25,0,2.64,5.26,2.63,629,18,1,,,
1532.7,1464.58,5.24,0,2.62,5.24,2.62,629,18,1,,,
1535.52,1467.39,5.25,0,2.61,5.24,2.62,629,18,1,,,
1515.84,1448.4,5.18,0.02,2.59,5.2,2.59,629,18,1,,,
1547.68,1478.4,5.28,0,2.68,5.32,2.68,631.18,18,1,,,
1550.1,1481.21,5.29,0,2.66,5.3,2.65,632,18,1,,,
1543.93,1475.62,5.27,0,2.61,5.25,2.63,632,18,1,,,
1552.98,1484,5.3,0,2.66,5.31,2.65,632,18,1,,,
1544.31,1475.58,5.27,0.02,2.65,5.3,2.64,632,18,1,,,
1558.76,1489.6,5.32,0,2.66,5.32,2.66,632,18,1,,,
1552.9,1484,5.3,0,2.65,5.3,2.65,632,18,1,,,
1532.29,1464.42,5.23,0,2.6,5.22,2.61,632,18,1,,,
1511.85,1444.77,5.16,0,2.58,5.16,2.58,632,18,1,,,
1545.92,1477.29,5.27,0,2.65,5.28,2.64,632,18,1,,,
1520.47,1453.04,5.18,0,2.6,5.19,2.6,632.4,18,1,,,
1552.59,1483.86,5.29,0,2.64,5.29,2.64,633,18,1,,,
1508.55,1441.73,5.14,0,2.57,5.14,2.57,633,18,1,,,
1488.22,1422.19,5.07,0,2.55,5.08,2.54,633,18,1,,,
1493.72,1427.67,5.09,0,2.53,5.08,2.54,633,18,1,,,
1523.38,1455.79,5.19,0,2.61,5.2,2.6,633,18,1,,,
1485.8,1419.38,5.06,0,2.57,5.1,2.57,635.18,18,1,,,
1546.6,1478.21,5.27,0,2.62,5.26,2.63,636,18,1,,,
1531.06,1463.21,5.21,0,2.62,5.22,2.61,636,18,1,,,
1537.39,1469.52,5.23,0,2.6,5.22,2.61,636,18,1,,,
1537.79,1469.68,5.23,0,2.63,5.24,2.62,636,18,1,,,
1543.2,1475.23,5.25,0,2.59,5.22,2.62,636,18,1,,,
1511.39,1444.41,5.14,0,2.59,5.16,2.57,636,18,1,,,
1552.24,1483.6,5.28,0,2.64,5.28,2.64,636,18,1,,,
1540.54,1472.5,5.24,0,2.61,5.23,2.62,636,18,1,,,
1564.08,1494.92,5.32,0,2.66,5.32,2.66,636,18,1,,,
1534.85,1466.74,5.22,0,2.64,5.25,2.62,636.27,18,1,,,
1464.32,1399.48,4.98,0.02,2.49,5,2.49,637,18,1,,,
1477,1411.74,5.02,0,2.51,5.02,2.51,637,18,1,,,
1466.65,1401.91,4.98,0,2.49,4.98,2.49,637,18,1,,,
1525.44,1458.1,5.18,0,2.59,5.18,2.59,637,18,1,,,
1549.13,1480.75,5.26,0,2.63,5.26,2.63,637,18,1,,,
1573.07,1503.09,5.34,0,2.7,5.37,2.71,639.17,18,1,,,
1554.96,1486.32,5.28,0,2.64,5.28,2.64,640,18,1,,,
1572.76,1503.34,5.34,0,2.67,5.34,2.67,640,18,1,,,
1569.68,1500.35,5.33,0,2.67,5.33,2.67,640,18,1,,,
1569.56,1500.31,5.33,0,2.66,5.33,2.66,640,18,1,,,
1556.64,1488,5.28,0,2.64,5.28,2.64,640,18,1,,,
1575.4,1505.98,5.34,0,2.67,5.34,2.67,640,18,1,,,
1575.14,1505.72,5.34,0,2.67,5.34,2.67,640,18,1,,,
1557.76,1489.12,5.28,0,2.64,5.28,2.64,640,18,1,,,
1569.22,1500.06,5.32,0,2.66,5.32,2.66,640,18,1,,,
1557.9,1489.09,5.28,0,2.66,5.3,2.65,640.4,18,1,,,
1522.07,1454.99,5.16,0,2.58,5.16,2.58,641,18,1,,,
1575.45,1506.03,5.34,0,2.67,5.34,2.67,641,18,1,,,
1528.99,1461.65,5.18,0,2.59,5.18,2.59,641,18,1,,,
1548.41,1480.29,5.24,0,2.62,5.24,2.62,641,18,1,,,
1577.93,1508.51,5.34,0,2.67,5.34,2.67,641,18,1,,,
1525.33,1457.61,5.16,0,2.62,5.2,2.62,643.17,18,1,,,
1577.96,1508.54,5.34,0,2.67,5.34,2.67,644,18,1,,,
1572.21,1503.05,5.32,0,2.66,5.32,2.66,644,18,1,,,
1560.17,1491.45,5.28,0,2.65,5.29,2.64,644,18,1,,,
1563.41,1494.52,5.29,0,2.66,5.3,2.65,644,18,1,,,
1580.68,1511.25,5.35,0,2.66,5.34,2.67,644,18,1,,,
1578.06,1508.64,5.34,0,2.67,5.34,2.67,644,18,1,,,
1569.26,1500.11,5.31,0,2.67,5.32,2.66,644,18,1,,,
1583.76,1514.33,5.35,0,2.66,5.34,2.67,644,18,1,,,
1566.4,1497.51,5.29,0,2.66,5.3,2.65,644,18,1,,,
1560.49,1491.93,5.27,0,2.64,5.28,2.64,644.27,18,1,,,
1551.67,1483.55,5.24,0,2.62,5.24,2.62,645,18,1,,,
1572.25,1503.1,5.31,0,2.67,5.32,2.66,645,18,1,,,
1536.52,1469.17,5.19,0,2.58,5.18,2.59,645,18,1,,,
1548.7,1480.49,5.23,0.02,2.63,5.26,2.62,645,18,1,,,
1542.62,1475.01,5.21,0,2.59,5.2,2.6,645,18,1,,,
1564,1494.72,5.28,0,2.68,5.32,2.68,647.17,18,1,,,
1566.4,1497.51,5.29,0,2.66,5.3,2.65,648,18,1,,,
1583.91,1514.48,5.35,0,2.66,5.34,2.67,648,18,1,,,
1563.93,1495.29,5.28,0,2.64,5.28,2.64,648,18,1,,,
1577.68,1508.52,5.32,0,2.66,5.32,2.66,648,18,1,,,
1580.92,1511.51,5.33,0,2.68,5.34,2.67,648,18,1,,,
1556.84,1488.79,5.25,0,2.6,5.23,2.62,648,18,1,,,
1577.87,1508.71,5.32,0,2.66,5.32,2.66,648,18,1,,,
1577.89,1508.73,5.32,0,2.66,5.32,2.66,648,18,1,,,
1565.94,1497.3,5.28,0,2.64,5.28,2.64,648,18,1,,,
1563.25,1494.45,5.27,0,2.67,5.3,2.65,648.4,18,1,,,
1574.86,1505.95,5.31,0,2.64,5.3,2.65,649,18,1,,,
1545.08,1477.31,5.21,0,2.61,5.21,2.61,649,18,1,,,
1535.32,1468.23,5.17,0,2.57,5.16,2.58,649,18,1,,,
1544.8,1477.2,5.2,0,2.6,5.2,2.6,649,18,1,,,
1568.48,1499.84,5.28,0,2.64,5.28,2.64,649,18,1,,,
1569.03,1499.75,5.28,0,2.68,5.32,2.68,651.18,18,1,,,
1583.79,1514.38,5.33,0,2.68,5.34,2.67,652,18,1,,,
1583.05,1513.88,5.33,0,2.65,5.32,2.66,652,18,1,,,
1346.31,1284.01,4.52,0,2.34,4.66,2.27,652.36,18.15,1,,,
139.02,127.76,0.54,0.02,0.4,0.69,0.31,657,19,1,,,
190.82,182.16,0.66,0,0.34,0.67,0.33,657,19,1,,,
179.74,171.12,0.62,0,0.34,0.65,0.35,659.26,19,1,,,
190.82,182.16,0.66,0,0.34,0.67,0.33,660,19,1,,,
193.59,184.92,0.67,0,0.33,0.67,0.33,660,19,1,,,
187.99,179.4,0.65,0.02,0.33,0.67,0.33,660,19,1,,,
193.59,184.92,0.67,0,0.33,0.66,0.34,660,19,1,,,
540.47,516.12,1.87,0,0.94,1.88,0.93,660,19,1,,,
1231.31,1175.76,4.26,0,2.15,4.28,2.14,660.27,19,1,,,
1294.72,1236.48,4.48,0,2.24,4.48,2.24,661,19,1,,,
1265.87,1208.88,4.38,0.01,2.19,4.39,2.19,661,19,1,,,
1283.16,1225.44,4.44,0,2.22,4.44,2.22,661,19,1,,,
1254.26,1197.84,4.34,0,2.17,4.34,2.17,661,19,1,,,
1286.81,1228.2,4.45,0,2.28,4.5,2.27,663.18,19,1,,,
1294.64,1236.48,4.48,0,2.23,4.47,2.24,664,19,1,,,
1271.6,1214.4,4.4,0,2.2,4.4,2.2,664,19,1,,,
1289.02,1230.96,4.46,0,2.24,4.47,2.23,664,19,1,,,
1323.54,1264.08,4.58,0,2.28,4.57,2.29,664,19,1,,,
1452.51,1388.28,4.95,0,2.46,4.94,2.47,664,19,1,,,
1518.76,1451.68,5.16,0,2.58,5.16,2.58,664,19,1,,,
1521.77,1454.44,5.17,0,2.6,5.18,2.59,664,19,1,,,
1539.35,1471.48,5.23,0,2.6,5.22,2.61,664,19,1,,,
1521.93,1454.6,5.17,0,2.6,5.18,2.59,664,19,1,,,
1501.27,1434.8,5.1,0,2.57,5.12,2.56,664.39,19,1,,,
1503.87,1437.56,5.11,0,2.54,5.1,2.55,665,19,1,,,
1524.54,1457.2,5.18,0,2.59,5.18,2.59,665,19,1,,,
1533.65,1465.8,5.21,0,2.62,5.22,2.61,665,19,1,,,
1474.59,1409.48,5.01,0.02,2.49,5.02,2.5,665,19,1,,,
1527.71,1460.12,5.19,0,2.61,5.2,2.6,665,19,1,,,
1569.37,1499.56,5.33,0,2.69,5.36,2.7,667.18,19,1,,,
1573.51,1504.35,5.32,0,2.66,5.32,2.66,668,19,1,,,
1581.53,1512.37,5.32,0,2.66,5.32,2.66,668,19,1,,,
1584.39,1514.98,5.33,0,2.68,5.34,2.67,668,19,1,,,
1572.51,1503.76,5.29,0.02,2.63,5.3,2.64,668,19,1,,,
1587.15,1517.73,5.34,0,2.67,5.34,2.67,668,19,1,,,
1563.64,1495.16,5.26,0.02,2.63,5.28,2.63,668,19,1,,,
1578.43,1509.28,5.31,0,2.67,5.32,2.66,668,19,1,,,
1584.31,1515.14,5.33,0,2.65,5.32,2.66,668,19,1,,,
1551.73,1483.78,5.22,0,2.62,5.23,2.62,668.27,19,1,,,
1557.61,1489.31,5.24,0.02,2.63,5.27,2.62,669,19,1,,,
1568.07,1499.69,5.26,0,2.63,5.26,2.63,669,19,1,,,
1545.83,1478.58,5.17,0,2.59,5.17,2.59,669,19,1,,,
1557.82,1490.13,5.21,0,2.6,5.21,2.6,669,19,1,,,
1578.59,1509.95,5.28,0,2.64,5.28,2.64,669,19,1,,,
1546.39,1478.42,5.17,0,2.64,5.22,2.63,671.18,19,1,,,
1576.01,1507.52,5.27,0.02,2.62,5.28,2.63,672,19,1,,,
1578.75,1510.11,5.28,0,2.64,5.28,2.64,672,19,1,,,
1578.59,1509.95,5.28,0,2.64,5.28,2.64,672,19,1,,,
1590.81,1521.65,5.32,0,2.66,5.32,2.66,672,19,1,,,
1584.8,1515.8,5.3,0.02,2.65,5.32,2.65,672,19,1,,,
1592.44,1523.28,5.32,0,2.66,5.32,2.66,672,19,1,,,
1567.59,1499.73,5.22,0,2.61,5.22,2.61,672,19,1,,,
1573.84,1505.72,5.24,0,2.62,5.24,2.62,672,19,1,,,
1531.55,1465.25,5.1,0,2.55,5.1,2.55,672,19,1,,,
1574.02,1505.73,5.24,0,2.64,5.26,2.63,672.4,19,1,,,
1549.72,1482.64,5.16,0,2.58,5.16,2.58,673,19,1,,,
1519.64,1453.86,5.06,0,2.53,5.06,2.53,673,19,1,,,
1552.83,1485.4,5.17,0.02,2.6,5.2,2.59,673,19,1,,,
1570.83,1502.96,5.23,0,2.6,5.22,2.61,673,19,1,,,
1513.68,1448.16,5.04,0,2.52,5.04,2.52,673,19,1,,,
1580.45,1511.43,5.26,0,2.67,5.3,2.67,675.18,19,1,,,
1579.65,1511.27,5.26,0,2.63,5.26,2.63,676,19,1,,,
1570.93,1502.82,5.23,0,2.63,5.24,2.62,676,19,1,,,
1582.57,1514.18,5.27,0,2.62,5.26,2.63,676,19,1,,,
1585.76,1517.12,5.28,0,2.64,5.28,2.64,676,19,1,,,
1567.74,1499.88,5.22,0,2.61,5.22,2.61,676,19,1,,,
1573.85,1505.73,5.24,0,2.62,5.24,2.62,676,19,1,,,
1555.85,1488.34,5.18,0,2.61,5.2,2.6,676.27,19,1,,,
1545.72,1478.9,5.14,0,2.57,5.14,2.57,677,19,1,,,
1543.95,1477.22,5.13,0,2.57,5.13,2.57,677,19,1,,,
1541.56,1474.92,5.12,0,2.57,5.13,2.56,677,19,1,,,
1561.95,1494.6,5.19,0,2.58,5.18,2.59,677,19,1,,,
1562.19,1494.6,5.19,0,2.61,5.2,2.6,677,19,1,,,
1559.82,1491.84,5.18,0,2.63,5.22,2.63,679.18,19,1,,,
1610.39,1540.96,5.35,0,2.66,5.34,2.67,680,19,1,,,
1568.13,1500.28,5.21,0,2.62,5.22,2.61,680,19,1,,,
1598.15,1529.24,5.31,0,2.64,5.3,2.65,680,19,1,,,
1574.57,1506.46,5.23,0,2.63,5.24,2.62,680,19,1,,,
1574.03,1506.16,5.23,0,2.6,5.22,2.61,680,19,1,,,
1547.19,1480.45,5.14,0,2.56,5.13,2.57,680,19,1,,,
1571.17,1503.23,5.22,0,2.62,5.23,2.61,680,19,1,,,
1571.87,1504.02,5.21,0,2.62,5.22,2.61,680,19,1,,,
1593.82,1525.26,5.28,0,2.63,5.27,2.64,680,19,1,,,
1584.78,1516.48,5.25,0,2.63,5.26,2.63,680.4,19,1,,,
1563.62,1496.28,5.18,0,2.59,5.18,2.59,681,19,1,,,
1563.84,1496.32,5.18,0.02,2.6,5.21,2.59,681,19,1,,,
1579.03,1510.92,5.23,0,2.63,5.24,2.62,681,19,1,,,
1551.68,1484.94,5.14,0,2.56,5.13,2.57,681,19,1,,,
1578.92,1510.98,5.22,0,2.62,5.23,2.61,681,19,1,,,
1583.52,1515.01,5.23,0,2.64,5.26,2.65,683.17,19,1,,,
1613.36,1543.95,5.33,0,2.68,5.34,2.67,684,19,1,,,
1582.89,1515.02,5.23,0,2.6,5.22,2.61,684,19,1,,,
1601.19,1532.3,5.29,0,2.66,5.3,2.65,684,19,1,,,
1597.94,1529.3,5.28,0,2.64,5.28,2.64,684,19,1,,,
1607.13,1538.3,5.31,0,2.63,5.29,2.65,684,19,1,,,
1601.01,1532.12,5.29,0,2.66,5.3,2.65,684,19,1,,,
1604.21,1535.48,5.29,0,2.64,5.29,2.64,684,19,1,,,
1604.53,1535.64,5.29,0,2.66,5.3,2.65,684,19,1,,,
1607.42,1538.6,5.3,0,2.64,5.29,2.65,684,19,1,,,
1562.29,1495.21,5.15,0,2.59,5.17,2.58,684.27,19,1,,,
1583.11,1515.25,5.22,0,2.61,5.22,2.61,685,19,1,,,
1595.44,1527.06,5.26,0,2.63,5.26,2.63,685,19,1,,,
1564.85,1497.77,5.16,0,2.58,5.16,2.58,685,19,1,,,
1590.04,1521.92,5.24,0,2.62,5.24,2.62,685,19,1,,,
1595.36,1527.15,5.25,0,2.62,5.24,2.63,685,19,1,,,
1568.86,1501.14,5.16,0,2.62,5.2,2.62,687.18,19,1,,,
1619.57,1550.32,5.33,0,2.66,5.33,2.66,688,19,1,,,
1598.9,1530.52,5.26,0,2.63,5.26,2.63,688,19,1,,,
1610.74,1541.84,5.3,0,2.65,5.3,2.65,688,19,1,,,
1589.29,1521.26,5.23,0,2.62,5.23,2.62,688,19,1,,,
1610.92,1541.94,5.3,0,2.66,5.31,2.65,688,19,1,,,
1604.88,1536.16,5.28,0,2.65,5.29,2.64,688,19,1,,,
1604.75,1536.36,5.27,0,2.62,5.26,2.63,688,19,1,,,
1623.03,1553.7,5.33,0,2.67,5.33,2.67,688,19,1,,,
632.06,600.15,2.13,0.01,1.19,2.33,1.06,688.62,19.65,1,,,
191,182.39,0.61,0,0.35,0.65,0.35,690.84,20,1,,,
205.94,197.34,0.66,0.02,0.32,0.67,0.33,692,20,1,,,
206,197.34,0.66,0,0.34,0.67,0.33,692,20,1,,,
209,200.33,0.67,0,0.33,0.67,0.33,692,20,1,,,
209,200.33,0.67,0,0.33,0.66,0.34,692,20,1,,,
330.72,316.94,1.06,0,0.53,1.06,0.53,692,20,1,,,
499.2,478.4,1.6,0,0.8,1.6,0.8,692,20,1,,,
492.96,472.42,1.58,0,0.79,1.58,0.79,692,20,1,,,
896.56,859.21,2.87,0,1.44,2.87,1.44,692,20,1,,,
1400.1,1341.76,4.48,0.02,2.24,4.5,2.24,692,20,1,,,
1396.75,1338.76,4.47,0,2.22,4.46,2.23,692,20,1,,,
1381.42,1323.79,4.42,0,2.23,4.44,2.22,692.27,20,1,,,
1381.25,1323.79,4.42,0,2.21,4.42,2.21,693,20,1,,,
1368.75,1311.81,4.38,0,2.19,4.38,2.19,693,20,1,,,
1393.75,1335.77,4.46,0,2.23,4.46,2.23,693,20,1,,,
1384.41,1326.78,4.43,0,2.22,4.43,2.22,693,20,1,,,
1315.59,1260.9,4.21,0,2.1,4.21,2.1,693,20,1,,,
1445.17,1384.55,4.62,0,2.34,4.65,2.35,695.18,20,1,,,
1596.38,1530,5.1,0,2.56,5.11,2.55,696,20,1,,,
1633.78,1566,5.22,0,2.6,5.21,2.61,696,20,1,,,
1618.34,1551.01,5.17,0,2.6,5.18,2.59,696,20,1,,,
1618.08,1550.99,5.17,0,2.57,5.16,2.58,696,20,1,,,
1593.3,1527.01,5.09,0,2.56,5.1,2.55,696,20,1,,,
1571.24,1505.98,5.02,0,2.51,5.02,2.51,696,20,1,,,
1615,1548,5.16,0,2.57,5.15,2.58,696,20,1,,,
1558.74,1494,4.98,0,2.49,4.98,2.49,696,20,1,,,
1575.92,1510.65,5.03,0,2.5,5.02,2.51,696,20,1,,,
1608.63,1541.57,5.13,0,2.61,5.17,2.58,696.4,20,1,,,
1636.44,1568.58,5.22,0,2.61,5.22,2.61,697,20,1,,,
1542.54,1478.48,4.92,0.02,2.46,4.94,2.46,697,20,1,,,
1626.85,1559.58,5.19,0,2.57,5.17,2.59,697,20,1,,,
1633.39,1565.62,5.21,0,2.61,5.21,2.61,697,20,1,,,
1649.06,1580.6,5.26,0,2.64,5.27,2.63,697,20,1,,,
1677.75,1607.68,5.35,0,2.7,5.38,2.71,699.17,20,1,,,
1671.03,1601.7,5.33,0,2.67,5.33,2.67,700,20,1,,,
1670.12,1600.88,5.32,0,2.67,5.33,2.66,700,20,1,,,
1679.8,1610.37,5.35,0,2.66,5.34,2.67,700,20,1,,,
1673.68,1604.35,5.33,0,2.67,5.33,2.67,700,20,1,,,
1673.53,1604.28,5.33,0,2.66,5.33,2.66,700,20,1,,,
1673.75,1604.34,5.33,0,2.68,5.34,2.67,700,20,1,,,
1670.52,1601.36,5.32,0,2.66,5.32,2.66,700,20,1,,,
1654.61,1586.22,5.27,0,2.62,5.26,2.63,700,20,1,,,
1657.94,1589.28,5.28,0.02,2.63,5.29,2.64,700,20,1,,,
1636.3,1568.2,5.21,0,2.65,5.25,2.62,700.27,20,1,,,
1607.62,1541.14,5.12,0,2.55,5.11,2.56,701,20,1,,,
1607.8,1541.16,5.12,0,2.57,5.13,2.56,701,20,1,,,
1648.33,1580.2,5.25,0,2.61,5.24,2.62,701,20,1,,,
1614.07,1547.17,5.14,0,2.58,5.15,2.57,701,20,1,,,
1648.52,1580.23,5.25,0,2.63,5.25,2.63,701,20,1,,,
1652.32,1583.3,5.26,0,2.67,5.3,2.67,703.18,20,1,,,
1657.8,1589.24,5.28,0,2.63,5.27,2.64,704,20,1,,,
1654.81,1586.26,5.27,0,2.64,5.28,2.63,704,20,1,,,
1651.07,1582.94,5.25,0,2.61,5.23,2.63,704,20,1,,,
1632.31,1564.72,5.19,0,2.61,5.21,2.59,704,20,1,,,
1635.34,1567.82,5.2,0,2.59,5.19,2.6,704,20,1,,,
1641.79,1573.85,5.22,0,2.62,5.23,2.61,704,20,1,,,
1629.07,1561.73,5.18,0,2.59,5.18,2.59,704,20,1,,,
1638.63,1570.86,5.21,0,2.61,5.21,2.61,704,20,1,,,
1663.68,1594.95,5.29,0,2.64,5.29,2.64,704,20,1,,,
1610.34,1543.61,5.12,0,2.58,5.14,2.57,704.4,20,1,,,
1622.76,1555.74,5.16,0.02,2.56,5.16,2.58,705,20,1,,,
1660.72,1591.92,5.28,0,2.66,5.3,2.64,705,20,1,,,
1641.77,1573.91,5.22,0,2.61,5.22,2.61,705,20,1,,,
1657.46,1588.91,5.27,0,2.64,5.27,2.64,705,20,1,,,
1632.18,1564.75,5.19,0,2.59,5.19,2.59,705,20,1,,,
1648.64,1579.88,5.24,0,2.66,5.28,2.66,707.18,20,1,,,
1666.86,1597.96,5.3,0,2.65,5.3,2.65,708,20,1,,,
1668.27,1599.37,5.3,0,2.65,5.3,2.65,708,20,1,,,
1669.45,1600.55,5.3,0,2.65,5.3,2.65,708,20,1,,,
1682.15,1612.73,5.34,0,2.67,5.34,2.67,708,20,1,,,
1675.8,1606.64,5.32,0,2.66,5.32,2.66,708,20,1,,,
1682.13,1612.71,5.34,0,2.67,5.34,2.67,708,20,1,,,
1675.72,1606.64,5.32,0,2.65,5.31,2.66,708,20,1,,,
1682.1,1612.68,5.34,0,2.67,5.34,2.67,708,20,1,,,
1663.34,1594.53,5.28,0,2.66,5.3,2.65,708.27,20,1,,,
1663.12,1594.48,5.28,0,2.64,5.28,2.64,709,20,1,,,
1639.63,1572.03,5.2,0,2.6,5.2,2.6,709,20,1,,,
1684.78,1615.36,5.34,0,2.67,5.34,2.67,709,20,1,,,
1665.84,1597.2,5.28,0,2.64,5.28,2.64,709,20,1,,,
1637.52,1569.93,5.19,0,2.61,5.2,2.6,709,20,1,,,
1688.54,1618.47,5.35,0,2.7,5.38,2.71,711.18,20,1,,,
1684.63,1615.21,5.34,0,2.67,5.34,2.67,712,20,1,,,
1672.17,1603.27,5.3,0,2.65,5.3,2.65,712,20,1,,,
1675.48,1606.33,5.31,0,2.67,5.32,2.66,712,20,1,,,
1691.37,1620.69,5.35,0.25,2.66,5.34,2.92,712,20,1,,,
1688.89,1617.97,5.34,0.3,2.67,5.34,2.97,712,20,1,,,
1688.77,1617.9,5.34,0.29,2.67,5.34,2.96,712,20,1,,,
1682.78,1612.12,5.32,0.3,2.66,5.32,2.96,712,20,1,,,
1688.8,1617.93,5.34,0.29,2.67,5.34,2.96,712,20,1,,,
1682.66,1612,5.32,0.3,2.66,5.32,2.96,712,20,1,,,
1666.86,1596.69,5.27,0.29,2.66,5.29,2.94,712.4,20,1,,,
1682.9,1612.16,5.32,0.3,2.67,5.33,2.96,713,20,1,,,
1657.27,1586.9,5.23,0.5,2.6,5.22,3.11,713,20,1,,,
1670.74,1599.54,5.27,0.53,2.64,5.27,3.17,713,20,1,,,
1648.48,1578.2,5.2,0.52,2.61,5.21,3.12,713,20,1,,,
1676.71,1605.46,5.29,0.52,2.63,5.28,3.16,713,20,1,,,
1690.37,1617.7,5.33,0.54,2.71,5.37,3.25,715.17,20,1,,,
1686.41,1614.52,5.32,0.53,2.67,5.33,3.19,716,20,1,,,
1696,1623.87,5.35,0.54,2.66,5.34,3.21,716,20,1,,,
1689.59,1617.61,5.33,0.53,2.67,5.33,3.2,716,20,1,,,
1689.7,1617.8,5.33,0.53,2.66,5.33,3.19,716,20,1,,,
1690.39,1618.16,5.33,0.58,2.67,5.33,3.25,716,20,1,,,
1674.37,1602.13,5.27,0.72,2.65,5.29,3.36,716.27,20,1,,,
1655.23,1583.83,5.21,0.71,2.62,5.22,3.32,717,20,1,,,
1677.28,1605.12,5.28,0.72,2.63,5.27,3.36,717,20,1,,,
1693.19,1620.34,5.33,0.72,2.66,5.33,3.38,717,20,1,,,
1655.29,1583.84,5.21,0.72,2.62,5.22,3.33,717,20,1,,,
1677.2,1605.12,5.28,0.72,2.62,5.26,3.36,717,20,1,,,
1693.8,1620.31,5.33,0.72,2.7,5.37,3.42,719.17,20,1,,,
1693.33,1620.27,5.33,0.73,2.68,5.34,3.4,720,20,1,,,
1691.41,1618.3,5.32,0.79,2.66,5.32,3.45,720,20,1,,,
1696.61,1622.96,5.33,0.88,2.66,5.33,3.54,720,20,1,,,
1690.31,1616.84,5.31,0.88,2.66,5.31,3.54,720,20,1,,,
1696.69,1622.99,5.33,0.89,2.66,5.33,3.55,720,20,1,,,
1696.75,1622.89,5.33,0.89,2.68,5.34,3.56,720,20,1,,,
1700.04,1626.2,5.34,0.9,2.66,5.33,3.57,720,20,1,,,
589.05,552.74,1.89,0.32,1.15,2.17,1.3,723,20.68,1,,,
163.75,156,0.5,0.25,0.25,0.5,0.5,725,21,1,,,
160.59,152.88,0.49,0.26,0.25,0.5,0.5,725,21,1,,,
151.29,143.52,0.46,0.23,0.27,0.5,0.5,726.64,21,1,,,
163.75,156,0.5,0.25,0.25,0.5,0.5,728,21,1,,,
166.25,156,0.5,0.25,0.25,0.5,0.5,728,21,1,,,
163.87,156.12,0.5,0.25,0.25,0.5,0.5,728,21,1,,,
925.07,881.26,2.82,1.43,1.41,2.84,2.82,728,21,1,,,
1207.14,1150,3.68,1.86,1.84,3.7,3.68,728,21,1,,,
1308.65,1246.87,3.99,1.99,1.99,3.99,3.98,728,21,1,,,
1472.79,1403.13,4.49,2.25,2.25,4.49,4.5,728,21,1,,,
1459.53,1390.62,4.45,2.22,2.22,4.45,4.44,728,21,1,,,
1420.55,1353.12,4.33,2.17,2.2,4.36,4.35,728.4,21,1,,,
1426.66,1359.38,4.35,2.17,2.16,4.34,4.34,729,21,1,,,
1449.76,1381.25,4.42,2.21,2.21,4.42,4.42,729,21,1,,,
1601.94,1526.38,4.88,2.44,2.43,4.87,4.88,729,21,1,,,
1714.77,1633.86,5.22,2.61,2.61,5.22,5.22,729,21,1,,,
1724.79,1643.27,5.25,2.63,2.64,5.26,5.26,729,21,1,,,
1757.96,1674.54,5.35,2.67,2.7,5.38,5.38,731.17,21,1,,,
1754.19,1671.42,5.34,2.67,2.67,5.34,5.34,732,21,1,,,
1747.62,1665.16,5.32,2.66,2.66,5.32,5.32,732,21,1,,,
1744.47,1662.02,5.31,2.66,2.67,5.32,5.32,732,21,1,,,
1757.33,1674.55,5.35,2.67,2.66,5.34,5.34,732,21,1,,,
1737.91,1655.77,5.29,2.65,2.66,5.3,5.3,732,21,1,,,
1757.34,1674.56,5.35,2.67,2.66,5.34,5.34,732,21,1,,,
1750.76,1665.15,5.32,2.67,2.66,5.32,5.33,732,21,1,,,
1747.9,1668.29,5.33,2.66,2.68,5.34,5.33,732,21,1,,,
1718.08,1636.99,5.23,2.61,2.62,5.24,5.23,732.27,21,1,,,
1731.26,1649.51,5.27,2.64,2.64,5.27,5.28,733,21,1,,,
1744.28,1662.04,5.31,2.65,2.65,5.31,5.3,733,21,1,,,
1686.02,1606.44,5.13,2.57,2.57,5.13,5.14,733,21,1,,,
1729.29,1647.68,5.26,2.63,2.64,5.27,5.26,733,21,1,,,
1696.34,1616.36,5.16,2.58,2.58,5.16,5.16,733,21,1,,,
1736.44,1653.96,5.28,2.64,2.68,5.32,5.32,735.17,21,1,,,
1748.88,1666.5,5.32,2.66,2.65,5.31,5.32,736,21,1,,,
1742.47,1660.24,5.3,2.65,2.66,5.31,5.3,736,21,1,,,
1755.43,1672.74,5.34,2.67,2.66,5.33,5.34,736,21,1,,,
1709.5,1628.9,5.2,2.6,2.6,5.2,5.2,736,21,1,,,
1725.87,1644.56,5.25,2.62,2.62,5.25,5.24,736,21,1,,,
1699.8,1619.52,5.17,2.59,2.6,5.18,5.18,736,21,1,,,
1729.13,1647.68,5.26,2.63,2.62,5.25,5.26,736,21,1,,,
1752.17,1669.62,5.33,2.66,2.66,5.33,5.32,736,21,1,,,
1752.4,1669.64,5.33,2.67,2.68,5.34,5.34,736,21,1,,,
1735.81,1653.96,5.28,2.64,2.64,5.28,5.29,736.4,21,1,,,
